_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,please_select_the_sentiment_feeling_of_the_product_review,1,label,please_select_the_sentiment_feeling_of_the_product_review_gold,text,this_is_a_lion
2216121978,3/26/2019 02:41:52,false,4661169638,,3/26/2019 02:40:59,false,feca,1.0,45164444,IND,28,Kolkata,223.223.144.144,1,,0,,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",
2216121978,3/26/2019 02:42:55,false,4661170690,,3/26/2019 02:42:12,false,clixsense,1.0,44615724,NPL,00,Kathmandu,120.89.107.64,1,,0,,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",
2216121978,3/26/2019 02:51:28,false,4661181137,,3/26/2019 02:50:37,false,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,0,,0,,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",
2216121979,3/26/2019 02:41:52,false,4661169640,,3/26/2019 02:40:59,false,feca,1.0,45164444,IND,28,Kolkata,223.223.144.144,1,,1,,If you are Razr owner...you must have this!,
2216121979,3/26/2019 02:42:55,false,4661170685,,3/26/2019 02:42:12,false,clixsense,1.0,44615724,NPL,00,Kathmandu,120.89.107.64,1,,1,,If you are Razr owner...you must have this!,
2216121979,3/26/2019 02:51:28,false,4661181126,,3/26/2019 02:50:37,false,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,1,,1,,If you are Razr owner...you must have this!,
2216121980,3/26/2019 02:58:35,false,4661190670,,3/26/2019 02:57:34,false,instagc,1.0,43637051,ROU,43,Otopeni,79.114.132.179,0,,0,,"Needless to say, I wasted my money.",
2216121980,3/26/2019 03:09:18,false,4661201482,,3/26/2019 03:08:51,false,feca,1.0,45166462,VNM,01,Long Xuyên,115.76.79.196,0,,0,,"Needless to say, I wasted my money.",
2216121980,3/26/2019 03:36:22,false,4661229692,,3/26/2019 03:35:58,false,clixsense,1.0,39517336,IND,19,Bangalore,223.186.28.60,0,,0,,"Needless to say, I wasted my money.",
2216121981,3/26/2019 02:58:35,false,4661190669,,3/26/2019 02:57:34,false,instagc,1.0,43637051,ROU,43,Otopeni,79.114.132.179,0,,0,,What a waste of money and time!.,
2216121981,3/26/2019 03:09:18,false,4661201485,,3/26/2019 03:08:51,false,feca,1.0,45166462,VNM,01,Long Xuyên,115.76.79.196,0,,0,,What a waste of money and time!.,
2216121981,3/26/2019 03:36:22,false,4661229689,,3/26/2019 03:35:58,false,clixsense,1.0,39517336,IND,19,Bangalore,223.186.28.60,0,,0,,What a waste of money and time!.,
2216121982,3/26/2019 02:58:35,false,4661190664,,3/26/2019 02:57:34,false,instagc,1.0,43637051,ROU,43,Otopeni,79.114.132.179,1,,1,,And the sound quality is great.,
2216121982,3/26/2019 03:09:18,false,4661201487,,3/26/2019 03:08:51,false,feca,1.0,45166462,VNM,01,Long Xuyên,115.76.79.196,1,,1,,And the sound quality is great.,
2216121982,3/26/2019 03:36:22,false,4661229687,,3/26/2019 03:35:58,false,clixsense,1.0,39517336,IND,19,Bangalore,223.186.28.60,1,,1,,And the sound quality is great.,
2216121983,3/26/2019 02:58:35,false,4661190662,,3/26/2019 02:57:34,false,instagc,1.0,43637051,ROU,43,Otopeni,79.114.132.179,1,,1,,He was very impressed when going from the original battery to the extended battery.,
2216121983,3/26/2019 03:09:18,false,4661201486,,3/26/2019 03:08:51,false,feca,1.0,45166462,VNM,01,Long Xuyên,115.76.79.196,1,,1,,He was very impressed when going from the original battery to the extended battery.,
2216121983,3/26/2019 03:36:22,false,4661229691,,3/26/2019 03:35:58,false,clixsense,1.0,39517336,IND,19,Bangalore,223.186.28.60,1,,1,,He was very impressed when going from the original battery to the extended battery.,
2216121984,3/26/2019 03:15:36,false,4661207659,,3/26/2019 03:11:03,false,feca,1.0,45164601,VNM,44,Hanoi,45.126.99.142,0,,0,,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,
2216121984,3/26/2019 03:16:26,false,4661208422,,3/26/2019 03:15:54,false,feca,1.0,45158697,RUS,67,Saratov,78.106.17.41,0,,0,,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,
2216121984,3/26/2019 03:23:58,false,4661216459,,3/26/2019 03:23:14,false,clixsense,1.0,42491878,IND,36,Noida,223.179.236.117,0,,0,,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,
2216121985,3/26/2019 03:15:36,false,4661207662,,3/26/2019 03:11:03,false,feca,1.0,45164601,VNM,44,Hanoi,45.126.99.142,1,,1,,Very good quality though,
2216121985,3/26/2019 03:16:26,false,4661208419,,3/26/2019 03:15:54,false,feca,1.0,45158697,RUS,67,Saratov,78.106.17.41,1,,1,,Very good quality though,
2216121985,3/26/2019 03:23:58,false,4661216461,,3/26/2019 03:23:14,false,clixsense,1.0,42491878,IND,36,Noida,223.179.236.117,1,,1,,Very good quality though,
2216121986,3/26/2019 03:15:36,false,4661207660,,3/26/2019 03:11:03,false,feca,1.0,45164601,VNM,44,Hanoi,45.126.99.142,0,,0,,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",
2216121986,3/26/2019 03:16:26,false,4661208418,,3/26/2019 03:15:54,false,feca,1.0,45158697,RUS,67,Saratov,78.106.17.41,0,,0,,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",
2216121986,3/26/2019 03:23:58,false,4661216458,,3/26/2019 03:23:14,false,clixsense,1.0,42491878,IND,36,Noida,223.179.236.117,0,,0,,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",
2216121987,3/26/2019 03:15:36,false,4661207666,,3/26/2019 03:11:03,false,feca,1.0,45164601,VNM,44,Hanoi,45.126.99.142,1,,1,,Highly recommend for any one who has a blue tooth phone.,
2216121987,3/26/2019 03:16:26,false,4661208421,,3/26/2019 03:15:54,false,feca,1.0,45158697,RUS,67,Saratov,78.106.17.41,1,,1,,Highly recommend for any one who has a blue tooth phone.,
2216121987,3/26/2019 03:23:58,false,4661216457,,3/26/2019 03:23:14,false,clixsense,1.0,42491878,IND,36,Noida,223.179.236.117,1,,1,,Highly recommend for any one who has a blue tooth phone.,
2216121988,3/26/2019 03:23:54,false,4661216373,,3/26/2019 03:23:25,false,clixsense,1.0,36093757,COL,"","",186.87.200.37,0,,0,,I advise EVERYONE DO NOT BE FOOLED!,
2216121988,3/26/2019 03:25:09,false,4661217533,,3/26/2019 03:24:40,false,clixsense,1.0,40464223,MEX,"","",189.215.16.130,1,,0,,I advise EVERYONE DO NOT BE FOOLED!,
2216121988,3/26/2019 03:27:18,false,4661220169,,3/26/2019 03:26:29,false,clixsense,1.0,36267599,IND,16,Pune,49.35.85.188,0,,0,,I advise EVERYONE DO NOT BE FOOLED!,
2216121989,3/26/2019 03:23:54,false,4661216375,,3/26/2019 03:23:25,false,clixsense,1.0,36093757,COL,"","",186.87.200.37,1,,1,,So Far So Good!.,
2216121989,3/26/2019 03:25:09,false,4661217524,,3/26/2019 03:24:40,false,clixsense,1.0,40464223,MEX,"","",189.215.16.130,1,,1,,So Far So Good!.,
2216121989,3/26/2019 03:27:18,false,4661220173,,3/26/2019 03:26:29,false,clixsense,1.0,36267599,IND,16,Pune,49.35.85.188,1,,1,,So Far So Good!.,
2216121990,3/26/2019 03:23:54,false,4661216378,,3/26/2019 03:23:25,false,clixsense,1.0,36093757,COL,"","",186.87.200.37,1,,1,,Works great!.,
2216121990,3/26/2019 03:25:09,false,4661217540,,3/26/2019 03:24:40,false,clixsense,1.0,40464223,MEX,"","",189.215.16.130,1,,1,,Works great!.,
2216121990,3/26/2019 03:27:18,false,4661220162,,3/26/2019 03:26:29,false,clixsense,1.0,36267599,IND,16,Pune,49.35.85.188,1,,1,,Works great!.,
2216121991,3/26/2019 03:23:54,false,4661216380,,3/26/2019 03:23:25,false,clixsense,1.0,36093757,COL,"","",186.87.200.37,0,,0,,It clicks into place in a way that makes you wonder how long that mechanism would last.,
2216121991,3/26/2019 03:25:09,false,4661217536,,3/26/2019 03:24:40,false,clixsense,1.0,40464223,MEX,"","",189.215.16.130,0,,0,,It clicks into place in a way that makes you wonder how long that mechanism would last.,
2216121991,3/26/2019 03:27:18,false,4661220159,,3/26/2019 03:26:29,false,clixsense,1.0,36267599,IND,16,Pune,49.35.85.188,1,,0,,It clicks into place in a way that makes you wonder how long that mechanism would last.,
2216121992,3/26/2019 03:28:02,false,4661220970,,3/26/2019 03:27:25,false,feca,1.0,45167789,IND,36,Meerut,139.167.193.16,0,,0,,"I went on Motorola's website and followed all directions, but could not get it to pair again.",
2216121992,3/26/2019 03:30:11,false,4661223554,,3/26/2019 03:29:21,false,feca,1.0,45157611,IND,36,Meerut,139.167.155.112,0,,0,,"I went on Motorola's website and followed all directions, but could not get it to pair again.",
2216121992,3/26/2019 03:35:00,false,4661228269,,3/26/2019 03:30:40,false,feca,1.0,45190390,VEN,02,Barcelona,181.208.80.122,0,,0,,"I went on Motorola's website and followed all directions, but could not get it to pair again.",
2216121993,3/26/2019 03:28:02,false,4661220966,,3/26/2019 03:27:25,false,feca,1.0,45167789,IND,36,Meerut,139.167.193.16,1,,1,,I bought this to use with my Kindle Fire and absolutely loved it!,
2216121993,3/26/2019 03:30:11,false,4661223544,,3/26/2019 03:29:21,false,feca,1.0,45157611,IND,36,Meerut,139.167.155.112,1,,1,,I bought this to use with my Kindle Fire and absolutely loved it!,
2216121993,3/26/2019 03:35:00,false,4661228275,,3/26/2019 03:30:40,false,feca,1.0,45190390,VEN,02,Barcelona,181.208.80.122,1,,1,,I bought this to use with my Kindle Fire and absolutely loved it!,
2216121994,3/26/2019 03:28:02,false,4661220968,,3/26/2019 03:27:25,false,feca,1.0,45167789,IND,36,Meerut,139.167.193.16,0,,0,,The commercials are the most misleading.,
2216121994,3/26/2019 03:30:11,false,4661223547,,3/26/2019 03:29:21,false,feca,1.0,45157611,IND,36,Meerut,139.167.155.112,0,,0,,The commercials are the most misleading.,
2216121994,3/26/2019 03:35:00,false,4661228272,,3/26/2019 03:30:40,false,feca,1.0,45190390,VEN,02,Barcelona,181.208.80.122,0,,0,,The commercials are the most misleading.,
2216121995,3/26/2019 03:28:02,false,4661220969,,3/26/2019 03:27:25,false,feca,1.0,45167789,IND,36,Meerut,139.167.193.16,1,,1,,I have yet to run this new battery below two bars and that's three days without charging.,
2216121995,3/26/2019 03:30:11,false,4661223557,,3/26/2019 03:29:21,false,feca,1.0,45157611,IND,36,Meerut,139.167.155.112,1,,1,,I have yet to run this new battery below two bars and that's three days without charging.,
2216121995,3/26/2019 03:35:00,false,4661228264,,3/26/2019 03:30:40,false,feca,1.0,45190390,VEN,02,Barcelona,181.208.80.122,0,,1,,I have yet to run this new battery below two bars and that's three days without charging.,
2216121996,3/26/2019 03:31:26,false,4661224858,,3/26/2019 03:30:51,false,neodev,0.6667,32671231,ROU,30,Ploiesti,79.116.1.165,0,,0,,I bought it for my mother and she had a problem with the battery.,
2216121996,3/26/2019 03:36:33,false,4661229944,,3/26/2019 03:36:11,false,feca,1.0,45163668,PHL,B7,Cebu City,180.190.198.105,0,,0,,I bought it for my mother and she had a problem with the battery.,
2216121996,3/26/2019 03:37:20,false,4661230750,,3/26/2019 03:36:53,false,prodege,1.0,20693788,USA,CA,Stockton,107.215.185.51,0,,0,,I bought it for my mother and she had a problem with the battery.,
2216121997,3/26/2019 03:31:26,false,4661224853,,3/26/2019 03:30:51,false,neodev,0.6667,32671231,ROU,30,Ploiesti,79.116.1.165,1,,1,,Great Pocket PC / phone combination.,
2216121997,3/26/2019 03:36:33,false,4661229940,,3/26/2019 03:36:11,false,feca,1.0,45163668,PHL,B7,Cebu City,180.190.198.105,1,,1,,Great Pocket PC / phone combination.,
2216121997,3/26/2019 03:37:20,false,4661230754,,3/26/2019 03:36:53,false,prodege,1.0,20693788,USA,CA,Stockton,107.215.185.51,1,,1,,Great Pocket PC / phone combination.,
2216121998,3/26/2019 03:31:26,false,4661224857,,3/26/2019 03:30:51,false,neodev,0.6667,32671231,ROU,30,Ploiesti,79.116.1.165,1,,1,,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,
2216121998,3/26/2019 03:36:33,false,4661229941,,3/26/2019 03:36:11,false,feca,1.0,45163668,PHL,B7,Cebu City,180.190.198.105,1,,1,,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,
2216121998,3/26/2019 03:37:20,false,4661230751,,3/26/2019 03:36:53,false,prodege,1.0,20693788,USA,CA,Stockton,107.215.185.51,1,,1,,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,
2216121999,3/26/2019 03:31:26,false,4661224847,,3/26/2019 03:30:51,false,neodev,0.6667,32671231,ROU,30,Ploiesti,79.116.1.165,0,,0,,I didn't think that the instructions provided were helpful to me.,
2216121999,3/26/2019 03:36:33,false,4661229942,,3/26/2019 03:36:11,false,feca,1.0,45163668,PHL,B7,Cebu City,180.190.198.105,0,,0,,I didn't think that the instructions provided were helpful to me.,
2216121999,3/26/2019 03:37:20,false,4661230753,,3/26/2019 03:36:53,false,prodege,1.0,20693788,USA,CA,Stockton,107.215.185.51,0,,0,,I didn't think that the instructions provided were helpful to me.,
2216122000,3/26/2019 03:39:16,false,4661233265,,3/26/2019 03:38:43,false,clixsense,1.0,29254464,LKA,36,Colombo,123.231.107.29,0,,0,,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,
2216122000,3/26/2019 03:41:28,false,4661236432,,3/26/2019 03:40:56,false,clixsense,1.0,31383705,IND,"","",157.46.64.236,0,,0,,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,
2216122000,3/26/2019 03:43:49,false,4661239778,,3/26/2019 03:41:32,false,clixsense,1.0,44404981,IND,25,Vellore,106.203.39.185,0,,0,,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,
2216122001,3/26/2019 03:39:16,false,4661233262,,3/26/2019 03:38:43,false,clixsense,1.0,29254464,LKA,36,Colombo,123.231.107.29,0,,0,,Doesn't hold charge.,
2216122001,3/26/2019 03:41:28,false,4661236436,,3/26/2019 03:40:56,false,clixsense,1.0,31383705,IND,"","",157.46.64.236,0,,0,,Doesn't hold charge.,
2216122001,3/26/2019 03:43:49,false,4661239774,,3/26/2019 03:41:32,false,clixsense,1.0,44404981,IND,25,Vellore,106.203.39.185,0,,0,,Doesn't hold charge.,
2216122002,3/26/2019 03:39:16,false,4661233253,,3/26/2019 03:38:43,false,clixsense,1.0,29254464,LKA,36,Colombo,123.231.107.29,0,,0,,"This is a simple little phone to use, but the breakage is unacceptible.",
2216122002,3/26/2019 03:41:28,false,4661236430,,3/26/2019 03:40:56,false,clixsense,1.0,31383705,IND,"","",157.46.64.236,1,,0,,"This is a simple little phone to use, but the breakage is unacceptible.",
2216122002,3/26/2019 03:43:49,false,4661239771,,3/26/2019 03:41:32,false,clixsense,1.0,44404981,IND,25,Vellore,106.203.39.185,0,,0,,"This is a simple little phone to use, but the breakage is unacceptible.",
2216122003,3/26/2019 03:39:16,false,4661233259,,3/26/2019 03:38:43,false,clixsense,1.0,29254464,LKA,36,Colombo,123.231.107.29,1,,1,,This product is ideal for people like me whose ears are very sensitive.,
2216122003,3/26/2019 03:41:28,false,4661236434,,3/26/2019 03:40:56,false,clixsense,1.0,31383705,IND,"","",157.46.64.236,1,,1,,This product is ideal for people like me whose ears are very sensitive.,
2216122003,3/26/2019 03:43:49,false,4661239776,,3/26/2019 03:41:32,false,clixsense,1.0,44404981,IND,25,Vellore,106.203.39.185,1,,1,,This product is ideal for people like me whose ears are very sensitive.,
2216122004,3/26/2019 03:43:59,false,4661239956,,3/26/2019 03:42:18,false,prodege,1.0,38198526,USA,WA,Issaquah,71.231.189.51,0,,0,,It is unusable in a moving car at freeway speed.,
2216122004,3/26/2019 03:48:10,false,4661246416,,3/26/2019 03:47:06,false,neodev,1.0,30016870,IND,"","",157.46.69.97,1,,0,,It is unusable in a moving car at freeway speed.,
2216122004,3/26/2019 04:21:04,false,4661287977,,3/26/2019 04:18:41,false,gifthunterclub,1.0,21110164,CHL,12,Santiago,190.45.234.143,0,,0,,It is unusable in a moving car at freeway speed.,
2216122005,3/26/2019 03:43:59,false,4661239945,,3/26/2019 03:42:18,false,prodege,1.0,38198526,USA,WA,Issaquah,71.231.189.51,0,,0,,I have two more years left in this contract and I hate this phone.,
2216122005,3/26/2019 03:48:10,false,4661246412,,3/26/2019 03:47:06,false,neodev,1.0,30016870,IND,"","",157.46.69.97,0,,0,,I have two more years left in this contract and I hate this phone.,
2216122005,3/26/2019 04:21:04,false,4661287970,,3/26/2019 04:18:41,false,gifthunterclub,1.0,21110164,CHL,12,Santiago,190.45.234.143,0,,0,,I have two more years left in this contract and I hate this phone.,
2216122006,3/26/2019 03:43:59,false,4661239950,,3/26/2019 03:42:18,false,prodege,1.0,38198526,USA,WA,Issaquah,71.231.189.51,1,,1,,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,
2216122006,3/26/2019 03:48:10,false,4661246405,,3/26/2019 03:47:06,false,neodev,1.0,30016870,IND,"","",157.46.69.97,0,,1,,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,
2216122006,3/26/2019 04:21:04,false,4661287972,,3/26/2019 04:18:41,false,gifthunterclub,1.0,21110164,CHL,12,Santiago,190.45.234.143,1,,1,,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,
2216122007,3/26/2019 03:43:59,false,4661239953,,3/26/2019 03:42:18,false,prodege,1.0,38198526,USA,WA,Issaquah,71.231.189.51,0,,0,,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,
2216122007,3/26/2019 03:48:10,false,4661246407,,3/26/2019 03:47:06,false,neodev,1.0,30016870,IND,"","",157.46.69.97,1,,0,,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,
2216122007,3/26/2019 04:21:04,false,4661287975,,3/26/2019 04:18:41,false,gifthunterclub,1.0,21110164,CHL,12,Santiago,190.45.234.143,0,,0,,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,
2216122008,3/26/2019 03:51:51,false,4661252327,,3/26/2019 03:51:25,false,getpaid,1.0,44499205,PHL,12,Valencia,49.145.65.120,1,,1,,It has kept up very well.,
2216122008,3/26/2019 03:52:02,false,4661252721,,3/26/2019 03:51:39,false,neodev,1.0,42632575,MYS,14,Kuala Lumpur,175.142.250.92,1,,1,,It has kept up very well.,
2216122008,3/26/2019 03:57:44,false,4661260660,,3/26/2019 03:56:29,false,feca,1.0,45185051,IDN,10,Yogyakarta,115.178.254.79,1,,1,,It has kept up very well.,
2216122009,3/26/2019 03:51:51,false,4661252324,,3/26/2019 03:51:25,false,getpaid,1.0,44499205,PHL,12,Valencia,49.145.65.120,0,,0,,Poor Talk Time Performance.,
2216122009,3/26/2019 03:52:02,false,4661252717,,3/26/2019 03:51:39,false,neodev,1.0,42632575,MYS,14,Kuala Lumpur,175.142.250.92,0,,0,,Poor Talk Time Performance.,
2216122009,3/26/2019 03:57:44,false,4661260651,,3/26/2019 03:56:29,false,feca,1.0,45185051,IDN,10,Yogyakarta,115.178.254.79,0,,0,,Poor Talk Time Performance.,
2216122010,3/26/2019 03:51:51,false,4661252321,,3/26/2019 03:51:25,false,getpaid,1.0,44499205,PHL,12,Valencia,49.145.65.120,1,,1,,The case is great and works fine with the 680.,
2216122010,3/26/2019 03:52:02,false,4661252716,,3/26/2019 03:51:39,false,neodev,1.0,42632575,MYS,14,Kuala Lumpur,175.142.250.92,1,,1,,The case is great and works fine with the 680.,
2216122010,3/26/2019 03:57:44,false,4661260655,,3/26/2019 03:56:29,false,feca,1.0,45185051,IDN,10,Yogyakarta,115.178.254.79,1,,1,,The case is great and works fine with the 680.,
2216122011,3/26/2019 03:51:51,false,4661252318,,3/26/2019 03:51:25,false,getpaid,1.0,44499205,PHL,12,Valencia,49.145.65.120,0,,0,,worthless product.,
2216122011,3/26/2019 03:52:02,false,4661252719,,3/26/2019 03:51:39,false,neodev,1.0,42632575,MYS,14,Kuala Lumpur,175.142.250.92,0,,0,,worthless product.,
2216122011,3/26/2019 03:57:44,false,4661260657,,3/26/2019 03:56:29,false,feca,1.0,45185051,IDN,10,Yogyakarta,115.178.254.79,0,,0,,worthless product.,
2216122012,3/26/2019 03:58:47,false,4661261795,,3/26/2019 03:58:11,false,feca,0.5,45184673,EGY,"","",197.61.206.53,1,,1,,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",
2216122012,3/26/2019 03:58:59,false,4661262006,,3/26/2019 03:58:30,false,neodev,1.0,41864723,PER,15,Lima,190.236.204.228,1,,1,,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",
2216122012,3/26/2019 04:06:40,false,4661270967,,3/26/2019 04:02:37,false,clixsense,1.0,45022647,NGA,"","",197.210.64.4,1,,1,,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",
2216122013,3/26/2019 03:58:47,false,4661261801,,3/26/2019 03:58:11,false,feca,0.5,45184673,EGY,"","",197.61.206.53,0,,0,,I was not impressed by this product.,
2216122013,3/26/2019 03:58:59,false,4661262013,,3/26/2019 03:58:30,false,neodev,1.0,41864723,PER,15,Lima,190.236.204.228,0,,0,,I was not impressed by this product.,
2216122013,3/26/2019 04:06:40,false,4661270973,,3/26/2019 04:02:37,false,clixsense,1.0,45022647,NGA,"","",197.210.64.4,0,,0,,I was not impressed by this product.,
2216122014,3/26/2019 03:58:47,false,4661261797,,3/26/2019 03:58:11,false,feca,0.5,45184673,EGY,"","",197.61.206.53,1,,1,,Nice headset priced right.,
2216122014,3/26/2019 03:58:59,false,4661262018,,3/26/2019 03:58:30,false,neodev,1.0,41864723,PER,15,Lima,190.236.204.228,1,,1,,Nice headset priced right.,
2216122014,3/26/2019 04:06:40,false,4661270965,,3/26/2019 04:02:37,false,clixsense,1.0,45022647,NGA,"","",197.210.64.4,1,,1,,Nice headset priced right.,
2216122015,3/26/2019 03:58:47,false,4661261799,,3/26/2019 03:58:11,false,feca,0.5,45184673,EGY,"","",197.61.206.53,0,,0,,I only hear garbage for audio.,
2216122015,3/26/2019 03:58:59,false,4661262023,,3/26/2019 03:58:30,false,neodev,1.0,41864723,PER,15,Lima,190.236.204.228,0,,0,,I only hear garbage for audio.,
2216122015,3/26/2019 04:06:40,false,4661270969,,3/26/2019 04:02:37,false,clixsense,1.0,45022647,NGA,"","",197.210.64.4,0,,0,,I only hear garbage for audio.,
2216122016,3/26/2019 04:04:40,false,4661268877,,3/26/2019 04:03:03,false,clixsense,1.0,42814619,JPN,02,Noshiro,59.133.74.55,1,,1,,Excellent bluetooth headset.,
2216122016,3/26/2019 04:05:38,false,4661269897,,3/26/2019 04:04:15,false,neodev,1.0,42935309,BGD,81,Dhaka,103.60.160.143,1,,1,,Excellent bluetooth headset.,
2216122016,3/26/2019 04:09:41,false,4661274493,,3/26/2019 04:03:18,false,clixsense,1.0,45020428,NGA,"","",197.210.64.4,1,,1,,Excellent bluetooth headset.,
2216122017,3/26/2019 04:04:40,false,4661268872,,3/26/2019 04:03:03,false,clixsense,1.0,42814619,JPN,02,Noshiro,59.133.74.55,1,,1,,It has all the features I want,
2216122017,3/26/2019 04:05:38,false,4661269898,,3/26/2019 04:04:15,false,neodev,1.0,42935309,BGD,81,Dhaka,103.60.160.143,1,,1,,It has all the features I want,
2216122017,3/26/2019 04:09:41,false,4661274494,,3/26/2019 04:03:18,false,clixsense,1.0,45020428,NGA,"","",197.210.64.4,1,,1,,It has all the features I want,
2216122018,3/26/2019 04:04:40,false,4661268876,,3/26/2019 04:03:03,false,clixsense,1.0,42814619,JPN,02,Noshiro,59.133.74.55,0,,0,,Who in their right mind is gonna buy this battery?.,
2216122018,3/26/2019 04:05:38,false,4661269899,,3/26/2019 04:04:15,false,neodev,1.0,42935309,BGD,81,Dhaka,103.60.160.143,0,,0,,Who in their right mind is gonna buy this battery?.,
