_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,animal_present,animal_present_gold,image_url,label,test_question,answer,treatment,correct
2227505214,4/3/2019 01:24:36,False,4680836028,,4/3/2019 01:24:00,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,no,,https://i.imgur.com/1eavJef.png,Snail,0,no,control,1
2227505214,4/3/2019 01:24:47,False,4680836362,,4/3/2019 01:23:55,False,neodev,1.0,44681831,VEN,,,201.210.222.106,no,,https://i.imgur.com/1eavJef.png,Snail,0,no,control,1
2227505214,4/3/2019 01:24:59,False,4680836764,,4/3/2019 01:24:02,False,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,no,,https://i.imgur.com/1eavJef.png,Snail,0,no,control,1
2227505215,4/3/2019 01:24:36,False,4680836033,,4/3/2019 01:24:00,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/1FztWB1.png,Scorpion,0,yes,control,1
2227505215,4/3/2019 01:24:47,False,4680836367,,4/3/2019 01:23:55,False,neodev,1.0,44681831,VEN,,,201.210.222.106,yes,,https://i.imgur.com/1FztWB1.png,Scorpion,0,yes,control,1
2227505215,4/3/2019 01:24:59,False,4680836770,,4/3/2019 01:24:02,False,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,yes,,https://i.imgur.com/1FztWB1.png,Scorpion,0,yes,control,1
2227505216,4/3/2019 01:24:40,False,4680836130,,4/3/2019 01:24:10,False,neodev,1.0,36985538,VEN,,,186.93.114.206,yes,,https://i.imgur.com/1idNwLg.png,Scorpion,0,yes,control,1
2227505216,4/3/2019 01:24:45,False,4680836334,,4/3/2019 01:24:14,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,yes,,https://i.imgur.com/1idNwLg.png,Scorpion,0,yes,control,1
2227505216,4/3/2019 01:24:54,False,4680836588,,4/3/2019 01:24:18,False,feca,1.0,45161091,VEN,,,190.77.44.97,yes,,https://i.imgur.com/1idNwLg.png,Scorpion,0,yes,control,1
2227505217,4/3/2019 01:24:40,False,4680836136,,4/3/2019 01:24:10,False,neodev,1.0,36985538,VEN,,,186.93.114.206,no,,https://i.imgur.com/1q731DL.jpg,Leaves,0,no,control,1
2227505217,4/3/2019 01:24:45,False,4680836343,,4/3/2019 01:24:14,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/1q731DL.jpg,Leaves,0,no,control,1
2227505217,4/3/2019 01:24:54,False,4680836590,,4/3/2019 01:24:18,False,feca,1.0,45161091,VEN,,,190.77.44.97,no,,https://i.imgur.com/1q731DL.jpg,Leaves,0,no,control,1
2227505218,4/3/2019 01:24:40,False,4680836127,,4/3/2019 01:24:10,False,neodev,1.0,36985538,VEN,,,186.93.114.206,no,,https://i.imgur.com/1s9Ivtf.png,Snail,0,no,control,1
2227505218,4/3/2019 01:24:45,False,4680836342,,4/3/2019 01:24:14,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/1s9Ivtf.png,Snail,0,no,control,1
2227505218,4/3/2019 01:24:54,False,4680836587,,4/3/2019 01:24:18,False,feca,1.0,45161091,VEN,,,190.77.44.97,no,,https://i.imgur.com/1s9Ivtf.png,Snail,0,no,control,1
2227505219,4/3/2019 01:24:40,False,4680836132,,4/3/2019 01:24:10,False,neodev,1.0,36985538,VEN,,,186.93.114.206,no,,https://i.imgur.com/2D2CZkR.png,Snail,0,no,control,1
2227505219,4/3/2019 01:24:45,False,4680836340,,4/3/2019 01:24:14,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/2D2CZkR.png,Snail,0,no,control,1
2227505219,4/3/2019 01:24:54,False,4680836594,,4/3/2019 01:24:18,False,feca,1.0,45161091,VEN,,,190.77.44.97,no,,https://i.imgur.com/2D2CZkR.png,Snail,0,no,control,1
2227505220,4/3/2019 01:24:58,False,4680836689,,4/3/2019 01:24:38,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/2F2XySv.png,Scorpion,0,yes,control,1
2227505220,4/3/2019 01:25:07,False,4680837025,,4/3/2019 01:24:40,False,neodev,1.0,44749466,VEN,,,186.95.231.2,yes,,https://i.imgur.com/2F2XySv.png,Scorpion,0,yes,control,1
2227505220,4/3/2019 01:25:08,False,4680837042,,4/3/2019 01:24:33,False,neodev,1.0,44058261,VEN,,,190.206.195.19,yes,,https://i.imgur.com/2F2XySv.png,Scorpion,0,yes,control,1
2227505221,4/3/2019 01:24:58,False,4680836694,,4/3/2019 01:24:38,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/2hCh4ZE.png,Frog,0,yes,control,1
2227505221,4/3/2019 01:25:07,False,4680837022,,4/3/2019 01:24:40,False,neodev,1.0,44749466,VEN,,,186.95.231.2,yes,,https://i.imgur.com/2hCh4ZE.png,Frog,0,yes,control,1
2227505221,4/3/2019 01:25:08,False,4680837045,,4/3/2019 01:24:33,False,neodev,1.0,44058261,VEN,,,190.206.195.19,no,,https://i.imgur.com/2hCh4ZE.png,Frog,0,yes,control,0
2227505222,4/3/2019 01:24:58,False,4680836684,,4/3/2019 01:24:38,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/2JCk7JB.png,Chameleon,0,yes,control,1
2227505222,4/3/2019 01:25:07,False,4680837016,,4/3/2019 01:24:40,False,neodev,1.0,44749466,VEN,,,186.95.231.2,yes,,https://i.imgur.com/2JCk7JB.png,Chameleon,0,yes,control,1
2227505222,4/3/2019 01:25:08,False,4680837048,,4/3/2019 01:24:33,False,neodev,1.0,44058261,VEN,,,190.206.195.19,yes,,https://i.imgur.com/2JCk7JB.png,Chameleon,0,yes,control,1
2227505223,4/3/2019 01:24:58,False,4680836680,,4/3/2019 01:24:38,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,no,,https://i.imgur.com/2sQKnDO.png,Scorpion,0,yes,control,0
2227505223,4/3/2019 01:25:07,False,4680837019,,4/3/2019 01:24:40,False,neodev,1.0,44749466,VEN,,,186.95.231.2,yes,,https://i.imgur.com/2sQKnDO.png,Scorpion,0,yes,control,1
2227505223,4/3/2019 01:25:08,False,4680837053,,4/3/2019 01:24:33,False,neodev,1.0,44058261,VEN,,,190.206.195.19,no,,https://i.imgur.com/2sQKnDO.png,Scorpion,0,yes,control,0
2227505224,4/3/2019 01:24:58,False,4680836738,,4/3/2019 01:24:45,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/2Yd2Iq8.png,Chameleon,0,yes,control,1
2227505224,4/3/2019 01:25:18,False,4680837412,,4/3/2019 01:24:46,False,eup_slw,1.0,36143603,TUR,,,176.88.198.138,yes,,https://i.imgur.com/2Yd2Iq8.png,Chameleon,0,yes,control,1
2227505224,4/3/2019 01:25:30,False,4680837821,,4/3/2019 01:24:43,False,neodev,1.0,36985538,VEN,,,186.93.114.206,yes,,https://i.imgur.com/2Yd2Iq8.png,Chameleon,0,yes,control,1
2227505225,4/3/2019 01:24:58,False,4680836728,,4/3/2019 01:24:45,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,no,,https://i.imgur.com/3Fakaqm.png,Snail,0,no,control,1
2227505225,4/3/2019 01:25:18,False,4680837422,,4/3/2019 01:24:46,False,eup_slw,1.0,36143603,TUR,,,176.88.198.138,no,,https://i.imgur.com/3Fakaqm.png,Snail,0,no,control,1
2227505225,4/3/2019 01:25:30,False,4680837816,,4/3/2019 01:24:43,False,neodev,1.0,36985538,VEN,,,186.93.114.206,no,,https://i.imgur.com/3Fakaqm.png,Snail,0,no,control,1
2227505226,4/3/2019 01:24:58,False,4680836720,,4/3/2019 01:24:45,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,no,,https://i.imgur.com/3fHuSd4.png,Snail,0,no,control,1
2227505226,4/3/2019 01:25:18,False,4680837429,,4/3/2019 01:24:46,False,eup_slw,1.0,36143603,TUR,,,176.88.198.138,no,,https://i.imgur.com/3fHuSd4.png,Snail,0,no,control,1
2227505226,4/3/2019 01:25:30,False,4680837828,,4/3/2019 01:24:43,False,neodev,1.0,36985538,VEN,,,186.93.114.206,no,,https://i.imgur.com/3fHuSd4.png,Snail,0,no,control,1
2227505227,4/3/2019 01:24:58,False,4680836750,,4/3/2019 01:24:45,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/3JgUIeW.png,Scorpion,0,yes,control,1
2227505227,4/3/2019 01:25:18,False,4680837417,,4/3/2019 01:24:46,False,eup_slw,1.0,36143603,TUR,,,176.88.198.138,yes,,https://i.imgur.com/3JgUIeW.png,Scorpion,0,yes,control,1
2227505227,4/3/2019 01:25:30,False,4680837825,,4/3/2019 01:24:43,False,neodev,1.0,36985538,VEN,,,186.93.114.206,yes,,https://i.imgur.com/3JgUIeW.png,Scorpion,0,yes,control,1
2227505228,4/3/2019 01:25:14,False,4680837247,,4/3/2019 01:24:49,False,neodev,1.0,44681831,VEN,,,201.210.222.106,yes,,https://i.imgur.com/3xYo2V9.png,Frog,0,yes,control,1
2227505228,4/3/2019 01:25:19,False,4680837475,,4/3/2019 01:24:53,False,neodev,1.0,44678667,VEN,,,201.210.223.159,yes,,https://i.imgur.com/3xYo2V9.png,Frog,0,yes,control,1
2227505228,4/3/2019 01:25:20,False,4680837501,,4/3/2019 01:24:46,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/3xYo2V9.png,Frog,0,yes,control,0
2227505229,4/3/2019 01:25:14,False,4680837266,,4/3/2019 01:24:49,False,neodev,1.0,44681831,VEN,,,201.210.222.106,yes,,https://i.imgur.com/43eFVSA.png,Scorpion,0,yes,control,1
2227505229,4/3/2019 01:25:19,False,4680837474,,4/3/2019 01:24:53,False,neodev,1.0,44678667,VEN,,,201.210.223.159,yes,,https://i.imgur.com/43eFVSA.png,Scorpion,0,yes,control,1
2227505229,4/3/2019 01:25:20,False,4680837493,,4/3/2019 01:24:46,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/43eFVSA.png,Scorpion,0,yes,control,0
2227505230,4/3/2019 01:25:14,False,4680837254,,4/3/2019 01:24:49,False,neodev,1.0,44681831,VEN,,,201.210.222.106,no,,https://i.imgur.com/4Gpt4cs.png,Snail,0,no,control,1
2227505230,4/3/2019 01:25:19,False,4680837477,,4/3/2019 01:24:53,False,neodev,1.0,44678667,VEN,,,201.210.223.159,no,,https://i.imgur.com/4Gpt4cs.png,Snail,0,no,control,1
2227505230,4/3/2019 01:25:20,False,4680837497,,4/3/2019 01:24:46,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,no,,https://i.imgur.com/4Gpt4cs.png,Snail,0,no,control,1
2227505231,4/3/2019 01:25:14,False,4680837260,,4/3/2019 01:24:49,False,neodev,1.0,44681831,VEN,,,201.210.222.106,yes,,https://i.imgur.com/4h4TE6W.png,Scorpion,0,yes,control,1
2227505231,4/3/2019 01:25:19,False,4680837479,,4/3/2019 01:24:53,False,neodev,1.0,44678667,VEN,,,201.210.223.159,yes,,https://i.imgur.com/4h4TE6W.png,Scorpion,0,yes,control,1
2227505231,4/3/2019 01:25:20,False,4680837489,,4/3/2019 01:24:46,False,feca,1.0,45158923,ESP,29,Madrid,83.46.37.129,yes,,https://i.imgur.com/4h4TE6W.png,Scorpion,0,yes,control,1
2227505232,4/3/2019 01:25:23,False,4680837550,,4/3/2019 01:25:00,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,no,,https://i.imgur.com/4wVVKyI.png,Snail,0,no,control,1
2227505232,4/3/2019 01:25:23,False,4680837599,,4/3/2019 01:25:00,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,no,,https://i.imgur.com/4wVVKyI.png,Snail,0,no,control,1
2227505232,4/3/2019 01:25:50,False,4680838534,,4/3/2019 01:24:59,False,feca,1.0,45161091,VEN,,,190.77.44.97,no,,https://i.imgur.com/4wVVKyI.png,Snail,0,no,control,1
2227505233,4/3/2019 01:25:23,False,4680837549,,4/3/2019 01:25:00,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/4y4t10c.png,Frog,0,yes,control,1
2227505233,4/3/2019 01:25:23,False,4680837600,,4/3/2019 01:25:00,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/4y4t10c.png,Frog,0,yes,control,1
2227505233,4/3/2019 01:25:50,False,4680838536,,4/3/2019 01:24:59,False,feca,1.0,45161091,VEN,,,190.77.44.97,yes,,https://i.imgur.com/4y4t10c.png,Frog,0,yes,control,1
2227505234,4/3/2019 01:25:23,False,4680837547,,4/3/2019 01:25:00,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/5d45zYE.png,Scorpion,0,yes,control,1
2227505234,4/3/2019 01:25:23,False,4680837596,,4/3/2019 01:25:00,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/5d45zYE.png,Scorpion,0,yes,control,1
2227505234,4/3/2019 01:25:50,False,4680838539,,4/3/2019 01:24:59,False,feca,1.0,45161091,VEN,,,190.77.44.97,yes,,https://i.imgur.com/5d45zYE.png,Scorpion,0,yes,control,1
2227505235,4/3/2019 01:25:23,False,4680837555,,4/3/2019 01:25:00,False,feca,0.75,45180140,EGY,11,Cairo,41.69.48.196,yes,,https://i.imgur.com/5wICy8f.png,Scorpion,0,yes,control,1
2227505235,4/3/2019 01:25:23,False,4680837593,,4/3/2019 01:25:00,False,neodev,1.0,45131917,VEN,25,Caracas,201.243.196.131,yes,,https://i.imgur.com/5wICy8f.png,Scorpion,0,yes,control,1
2227505235,4/3/2019 01:25:50,False,4680838544,,4/3/2019 01:24:59,False,feca,1.0,45161091,VEN,,,190.77.44.97,yes,,https://i.imgur.com/5wICy8f.png,Scorpion,0,yes,control,1
2227505236,4/3/2019 01:25:33,False,4680837897,,4/3/2019 01:25:02,False,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,yes,,https://i.imgur.com/60RVODx.png,Frog,0,yes,control,1
2227505236,4/3/2019 01:25:50,False,4680838561,,4/3/2019 01:25:01,False,feca,1.0,45171183,COL,34,Bogota,179.51.109.34,no,,https://i.imgur.com/60RVODx.png,Frog,0,yes,control,0
2227505236,4/3/2019 01:26:06,False,4680839062,,4/3/2019 01:25:02,False,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,no,,https://i.imgur.com/60RVODx.png,Frog,0,yes,control,0
2227505237,4/3/2019 01:25:33,False,4680837910,,4/3/2019 01:25:02,False,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,yes,,https://i.imgur.com/6UdMa76.png,Scorpion,0,yes,control,1
2227505237,4/3/2019 01:25:50,False,4680838550,,4/3/2019 01:25:01,False,feca,1.0,45171183,COL,34,Bogota,179.51.109.34,no,,https://i.imgur.com/6UdMa76.png,Scorpion,0,yes,control,0
2227505237,4/3/2019 01:26:06,False,4680839061,,4/3/2019 01:25:02,False,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,no,,https://i.imgur.com/6UdMa76.png,Scorpion,0,yes,control,0
2227505238,4/3/2019 01:25:33,False,4680837893,,4/3/2019 01:25:02,False,clixsense,0.9167,44101988,IND,10,Ladwa,49.32.59.102,no,,https://i.imgur.com/7Auz5mP.png,Snail,0,no,control,1
2227505238,4/3/2019 01:25:50,False,4680838546,,4/3/2019 01:25:01,False,feca,1.0,45171183,COL,34,Bogota,179.51.109.34,no,,https://i.imgur.com/7Auz5mP.png,Snail,0,no,control,1
2227505238,4/3/2019 01:26:06,False,4680839060,,4/3/2019 01:25:02,False,neodev,1.0,43650017,VEN,25,Caracas,186.94.206.222,no,,https://i.imgur.com/7Auz5mP.png,Snail,0,no,control,1
